0.05 , 0.70898588 , 0.00342160 ,0.70826411 , 0.00305199 ,0.70678896 , 0.00311044 ,0.70748932 , 0.00016262 ,0.70837100 , 0.00286275 ,0.70657904 , 0.00386026 ,0.70473370 , 0.00331102 ,0.70656197 , 0.00013907 ,
0.10 , 0.70498964 , 0.00128552 ,0.70867937 , 0.00167336 ,0.71010847 , 0.00140699 ,0.70885294 , 0.00010308 ,0.70710757 , 0.00218155 ,0.70494168 , 0.00156834 ,0.70645454 , 0.00150216 ,0.70522058 , 0.00014706 ,
0.20 , 0.70732886 , 0.00083273 ,0.71410273 , 0.00063861 ,0.71444087 , 0.00075609 ,0.71412360 , 0.00017554 ,0.70697144 , 0.00072873 ,0.69913881 , 0.00068924 ,0.69995608 , 0.00078613 ,0.70021695 , 0.00013084 ,
0.30 , 0.70747270 , 0.00062105 ,0.72340064 , 0.00042375 ,0.72345343 , 0.00064655 ,0.72333605 , 0.00014830 ,0.70711171 , 0.00064598 ,0.69242081 , 0.00055199 ,0.69031057 , 0.00052212 ,0.69098270 , 0.00012342 ,
0.40 , 0.70732222 , 0.00040809 ,0.73656659 , 0.00044890 ,0.73732957 , 0.00033730 ,0.73651274 , 0.00017501 ,0.70658094 , 0.00050756 ,0.67899710 , 0.00045617 ,0.67917205 , 0.00035398 ,0.67866786 , 0.00012541 ,
0.50 , 0.70623718 , 0.00038026 ,0.75418796 , 0.00031331 ,0.75467386 , 0.00041978 ,0.75422221 , 0.00016663 ,0.70711584 , 0.00022210 ,0.66309098 , 0.00025639 ,0.66305043 , 0.00027741 ,0.66315400 , 0.00012246 ,
0.60 , 0.70702391 , 0.00028042 ,0.77667012 , 0.00027069 ,0.77704532 , 0.00022998 ,0.77689110 , 0.00010353 ,0.70704474 , 0.00027801 ,0.64315550 , 0.00025892 ,0.64396685 , 0.00019831 ,0.64348361 , 0.00010736 ,
0.70 , 0.70702986 , 0.00021934 ,0.80605898 , 0.00021286 ,0.80582145 , 0.00027367 ,0.80587773 , 0.00007207 ,0.70692930 , 0.00021440 ,0.62043216 , 0.00012075 ,0.62038330 , 0.00015841 ,0.62047750 , 0.00010815 ,
0.80 , 0.70722187 , 0.00020723 ,0.84193186 , 0.00022808 ,0.84155919 , 0.00023444 ,0.84166674 , 0.00010727 ,0.70701657 , 0.00032038 ,0.59404774 , 0.00018984 ,0.59398327 , 0.00016459 ,0.59409399 , 0.00008953 ,
0.90 , 0.70719105 , 0.00012252 ,0.88647970 , 0.00015720 ,0.88653779 , 0.00009978 ,0.88669991 , 0.00018456 ,0.70695970 , 0.00014919 ,0.56382053 , 0.00009443 ,0.56382991 , 0.00009884 ,0.56398018 , 0.00009001 ,
1.00 , 0.70708018 , 0.00015695 ,0.94262694 , 0.00018879 ,0.94285063 , 0.00016959 ,0.94262206 , 0.00015288 ,0.70684463 , 0.00015122 ,0.53040093 , 0.00009194 ,0.53064080 , 0.00011491 ,0.53033929 , 0.00006623 ,
1.20 , 0.70732626 , 0.00014693 ,1.10475902 , 0.00016250 ,1.10505489 , 0.00022900 ,1.10498104 , 0.00018072 ,0.70706061 , 0.00015667 ,0.45242334 , 0.00006974 ,0.45251195 , 0.00008086 ,0.45262024 , 0.00004480 ,
1.50 , 0.70696376 , 0.00017027 ,1.61593215 , 0.00022211 ,1.61643752 , 0.00030816 ,1.61607224 , 0.00021025 ,0.70714695 , 0.00012878 ,0.30933483 , 0.00005200 ,0.30935427 , 0.00005181 ,0.30924414 , 0.00004269 ,
1.80 , 0.70710843 , 0.00018881 ,3.72129154 , 0.00095306 ,3.72067366 , 0.00084016 ,3.72053839 , 0.00091812 ,0.70685876 , 0.00019533 ,0.13434450 , 0.00003132 ,0.13429143 , 0.00003557 ,0.13437656 , 0.00003702 ,
