dt,middle,middle-error,end,end-error,beginning,beginning-error,side,side-error,PV-middle,PV-middle-error,PV-end,PV-end-error,PV-beginning,PV-beginning-error,PV-side,PV-side-error,middle-pT,middle-pT-error,side-pT,side-pT-error,middle-xT,middle-xT-error,side-xT,side-xT-error,dt,exact
1.20 , 0.50006951 , 0.00007467 ,	0.78131263 , 0.00010615 ,	0.78135194 , 0.00006037 ,	0.78140709 , 0.00011987 ,	0.50000631 , 0.00008176 ,	0.31998755 , 0.00003592 ,	0.31998672 , 0.00003342 ,	0.31998529 , 0.00003395 ,	0.62042992 , 0.00013421 ,	0.90823620 , 0.00011514 ,	0.57583820 , 0.00009463 ,	0.39928176 , 0.00004471 ,	0.2,0.5
1.50 , 0.50001885 , 0.00006930 ,	1.14310640 , 0.00014841 ,	1.14282080 , 0.00012332 ,	1.14256635 , 0.00014321 ,	0.49994757 , 0.00008478 ,	0.21872426 , 0.00002400 ,	0.21874583 , 0.00003001 ,	0.21879662 , 0.00003054 ,	0.67269050 , 0.00009865 ,	1.18739484 , 0.00012960 ,	0.63780123 , 0.00009967 ,	0.36312356 , 0.00005506 ,	0.22,0.5
1.80 , 0.50002612 , 0.00008290 ,	2.63115428 , 0.00042388 ,	2.63092742 , 0.00044231 ,	2.63163203 , 0.00046503 ,	0.50009271 , 0.00006136 ,	0.09501422 , 0.00001702 ,	0.09498822 , 0.00001690 ,	0.09500498 , 0.00001985 ,	0.82282739 , 0.00015877 ,	1.62623046 , 0.00021257 ,	0.73427283 , 0.00010672 ,	0.33852395 , 0.00004998 ,	0.24,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.26,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.28,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.3,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.32,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.34,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.36,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.38,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.4,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.42,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.44,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.46,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.48,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.5,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.52,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.54,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.56,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.58,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.6,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.62,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.64,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.66,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.68,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.7,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.72,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.74,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.76,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.78,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.8,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.82,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.84,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.86,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.88,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.9,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.92,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.94,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.96,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												0.98,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.02,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.04,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.06,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.08,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.1,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.12,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.14,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.16,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.18,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.2,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.22,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.24,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.26,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.28,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.3,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.32,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.34,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.36,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.38,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.4,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.42,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.44,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.46,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.48,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.5,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.52,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.54,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.56,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.58,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.6,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.62,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.64,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.66,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.68,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.7,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.72,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.74,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.76,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.78,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.8,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.82,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.84,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.86,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.88,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.9,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.92,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.94,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.96,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												1.98,0.5
,,,,,,,,,,,,,,,,,,,,,,,,, 												2,0.5
