dt,middle,middle-error,end,end-error,beginning,beginning-error,side,side-error,PV-middle,PV-middle-error,PV-end,PV-end-error,PV-beginning,PV-beginning-error,PV-side,PV-side-error,dt,exact
0.10 , 0.49915934 , 0.00046431 ,	0.50085155 , 0.00077022 ,	0.50108893 , 0.00075684 ,	0.50134856 , 0.00009030 ,	0.49961697 , 0.00054504 ,	0.49860678 , 0.00081623 ,	0.49894435 , 0.00049108 ,	0.49867419 , 0.00010949 ,					0,0.5
0.20 , 0.50004085 , 0.00036114 ,	0.50496826 , 0.00038094 ,	0.50480369 , 0.00038650 ,	0.50501754 , 0.00010678 ,	0.50027708 , 0.00037086 ,	0.49524927 , 0.00029055 ,	0.49497512 , 0.00030337 ,	0.49485859 , 0.00010125 ,					0.02,0.5
0.30 , 0.49990595 , 0.00017014 ,	0.51167091 , 0.00021156 ,	0.51171923 , 0.00018093 ,	0.51150077 , 0.00010040 ,	0.50018925 , 0.00022002 ,	0.48878376 , 0.00024661 ,	0.48868894 , 0.00026408 ,	0.48877886 , 0.00009686 ,					0.04,0.5
0.40 , 0.50003831 , 0.00019645 ,	0.52076324 , 0.00022522 ,	0.52082937 , 0.00019610 ,	0.52091704 , 0.00010445 ,	0.49991937 , 0.00019088 ,	0.47979247 , 0.00015079 ,	0.48000270 , 0.00016403 ,	0.48020438 , 0.00009409 ,					0.06,0.5
0.50 , 0.49995675 , 0.00013064 ,	0.53331429 , 0.00013190 ,	0.53319018 , 0.00013181 ,	0.53320020 , 0.00008658 ,	0.49986636 , 0.00008811 ,	0.46907922 , 0.00012629 ,	0.46879337 , 0.00011743 ,	0.46878796 , 0.00008771 ,					0.08,0.5
0.60 , 0.50004241 , 0.00013359 ,	0.54952726 , 0.00008676 ,	0.54941945 , 0.00012856 ,	0.54923002 , 0.00009552 ,	0.49991214 , 0.00010925 ,	0.45501502 , 0.00007987 ,	0.45497747 , 0.00010504 ,	0.45499739 , 0.00008737 ,					0.1,0.5
0.70 , 0.49999884 , 0.00011019 ,	0.56972016 , 0.00013190 ,	0.56981226 , 0.00013983 ,	0.56986049 , 0.00011521 ,	0.50008579 , 0.00012744 ,	0.43878536 , 0.00008215 ,	0.43876920 , 0.00007045 ,	0.43879556 , 0.00005364 ,					0.12,0.5
0.80 , 0.49996162 , 0.00009817 ,	0.59536439 , 0.00010607 ,	0.59536609 , 0.00009427 ,	0.59516049 , 0.00006901 ,	0.50015868 , 0.00008262 ,	0.41995725 , 0.00006066 ,	0.41995797 , 0.00008213 ,	0.41996502 , 0.00004026 ,					0.14,0.5
0.90 , 0.50009870 , 0.00011065 ,	0.62704585 , 0.00007470 ,	0.62686255 , 0.00011249 ,	0.62697472 , 0.00007423 ,	0.49993384 , 0.00007936 ,	0.39886611 , 0.00005385 ,	0.39887071 , 0.00006026 ,	0.39870313 , 0.00004057 ,					0.16,0.5
1.00 , 0.50014333 , 0.00006696 ,	0.66691745 , 0.00006254 ,	0.66664602 , 0.00010223 ,	0.66673150 , 0.00006445 ,	0.49989742 , 0.00007969 ,	0.37510985 , 0.00005625 ,	0.37504954 , 0.00004673 ,	0.37513019 , 0.00003585 ,					0.18,0.5
1.20 , 0.50007280 , 0.00007231 ,	0.78118563 , 0.00009161 ,	0.78125975 , 0.00008473 ,	0.78134643 , 0.00009294 ,	0.50001701 , 0.00005629 ,	0.31994769 , 0.00004041 ,	0.32003915 , 0.00003304 ,	0.32001299 , 0.00004269 ,					0.2,0.5
1.50 , 0.49991345 , 0.00006235 ,	1.14267945 , 0.00011189 ,	1.14291095 , 0.00018597 ,	1.14286014 , 0.00016192 ,	0.49988703 , 0.00007742 ,	0.21874848 , 0.00002410 ,	0.21876857 , 0.00002919 ,	0.21874135 , 0.00001723 ,					0.22,0.5
1.80 , 0.50005667 , 0.00006570 ,	2.63132915 , 0.00067185 ,	2.63163043 , 0.00075801 ,	2.63080745 , 0.00056676 ,	0.49989070 , 0.00007967 ,	0.09498681 , 0.00002271 ,	0.09502437 , 0.00001932 ,	0.09500050 , 0.00002308 ,					0.24,0.5
,,,,,,,,,,,,,,,,, 												0.26,0.5
,,,,,,,,,,,,,,,,, 												0.28,0.5
,,,,,,,,,,,,,,,,, 												0.3,0.5
,,,,,,,,,,,,,,,,, 												0.32,0.5
,,,,,,,,,,,,,,,,, 												0.34,0.5
,,,,,,,,,,,,,,,,, 												0.36,0.5
,,,,,,,,,,,,,,,,, 												0.38,0.5
,,,,,,,,,,,,,,,,, 												0.4,0.5
,,,,,,,,,,,,,,,,, 												0.42,0.5
,,,,,,,,,,,,,,,,, 												0.44,0.5
,,,,,,,,,,,,,,,,, 												0.46,0.5
,,,,,,,,,,,,,,,,, 												0.48,0.5
,,,,,,,,,,,,,,,,, 												0.5,0.5
,,,,,,,,,,,,,,,,, 												0.52,0.5
,,,,,,,,,,,,,,,,, 												0.54,0.5
,,,,,,,,,,,,,,,,, 												0.56,0.5
,,,,,,,,,,,,,,,,, 												0.58,0.5
,,,,,,,,,,,,,,,,, 												0.6,0.5
,,,,,,,,,,,,,,,,, 												0.62,0.5
,,,,,,,,,,,,,,,,, 												0.64,0.5
,,,,,,,,,,,,,,,,, 												0.66,0.5
,,,,,,,,,,,,,,,,, 												0.68,0.5
,,,,,,,,,,,,,,,,, 												0.7,0.5
,,,,,,,,,,,,,,,,, 												0.72,0.5
,,,,,,,,,,,,,,,,, 												0.74,0.5
,,,,,,,,,,,,,,,,, 												0.76,0.5
,,,,,,,,,,,,,,,,, 												0.78,0.5
,,,,,,,,,,,,,,,,, 												0.8,0.5
,,,,,,,,,,,,,,,,, 												0.82,0.5
,,,,,,,,,,,,,,,,, 												0.84,0.5
,,,,,,,,,,,,,,,,, 												0.86,0.5
,,,,,,,,,,,,,,,,, 												0.88,0.5
,,,,,,,,,,,,,,,,, 												0.9,0.5
,,,,,,,,,,,,,,,,, 												0.92,0.5
,,,,,,,,,,,,,,,,, 												0.94,0.5
,,,,,,,,,,,,,,,,, 												0.96,0.5
,,,,,,,,,,,,,,,,, 												0.98,0.5
,,,,,,,,,,,,,,,,, 												1,0.5
,,,,,,,,,,,,,,,,, 												1.02,0.5
,,,,,,,,,,,,,,,,, 												1.04,0.5
,,,,,,,,,,,,,,,,, 												1.06,0.5
,,,,,,,,,,,,,,,,, 												1.08,0.5
,,,,,,,,,,,,,,,,, 												1.1,0.5
,,,,,,,,,,,,,,,,, 												1.12,0.5
,,,,,,,,,,,,,,,,, 												1.14,0.5
,,,,,,,,,,,,,,,,, 												1.16,0.5
,,,,,,,,,,,,,,,,, 												1.18,0.5
,,,,,,,,,,,,,,,,, 												1.2,0.5
,,,,,,,,,,,,,,,,, 												1.22,0.5
,,,,,,,,,,,,,,,,, 												1.24,0.5
,,,,,,,,,,,,,,,,, 												1.26,0.5
,,,,,,,,,,,,,,,,, 												1.28,0.5
,,,,,,,,,,,,,,,,, 												1.3,0.5
,,,,,,,,,,,,,,,,, 												1.32,0.5
,,,,,,,,,,,,,,,,, 												1.34,0.5
,,,,,,,,,,,,,,,,, 												1.36,0.5
,,,,,,,,,,,,,,,,, 												1.38,0.5
,,,,,,,,,,,,,,,,, 												1.4,0.5
,,,,,,,,,,,,,,,,, 												1.42,0.5
,,,,,,,,,,,,,,,,, 												1.44,0.5
,,,,,,,,,,,,,,,,, 												1.46,0.5
,,,,,,,,,,,,,,,,, 												1.48,0.5
,,,,,,,,,,,,,,,,, 												1.5,0.5
,,,,,,,,,,,,,,,,, 												1.52,0.5
,,,,,,,,,,,,,,,,, 												1.54,0.5
