dt,middle,middle-error,end,end-error,beginning,beginning-error,side,side-error,PV-middle,PV-middle-error,PV-end,PV-end-error,PV-beginning,PV-beginning-error,PV-side,PV-side-error,dt,exact
1.50 , 0.50003250 , 0.00007254 ,	1.14265147 , 0.00011771 ,	1.14288043 , 0.00012395 ,	1.14255757 , 0.00013657 ,	0.49994229 , 0.00007008 ,	0.21880501 , 0.00002429 ,	0.21875103 , 0.00002336 ,	0.21875485 , 0.00002791 ,					0.22,0.5
1.80 , 0.50007447 , 0.00005528 ,	2.63189298 , 0.00061831 ,	2.63073949 , 0.00042490 ,	2.63262045 , 0.00061558 ,	0.49996077 , 0.00007183 ,	0.09501177 , 0.00001308 ,	0.09500485 , 0.00001466 ,	0.09501891 , 0.00001777 ,					0.24,0.5
,,,,,,,,,,,,,,,,, 												0.26,0.5
,,,,,,,,,,,,,,,,, 												0.28,0.5
,,,,,,,,,,,,,,,,, 												0.3,0.5
,,,,,,,,,,,,,,,,, 												0.32,0.5
,,,,,,,,,,,,,,,,, 												0.34,0.5
,,,,,,,,,,,,,,,,, 												0.36,0.5
,,,,,,,,,,,,,,,,, 												0.38,0.5
,,,,,,,,,,,,,,,,, 												0.4,0.5
,,,,,,,,,,,,,,,,, 												0.42,0.5
,,,,,,,,,,,,,,,,, 												0.44,0.5
,,,,,,,,,,,,,,,,, 												0.46,0.5
,,,,,,,,,,,,,,,,, 												0.48,0.5
,,,,,,,,,,,,,,,,, 												0.5,0.5
,,,,,,,,,,,,,,,,, 												0.52,0.5
,,,,,,,,,,,,,,,,, 												0.54,0.5
,,,,,,,,,,,,,,,,, 												0.56,0.5
,,,,,,,,,,,,,,,,, 												0.58,0.5
,,,,,,,,,,,,,,,,, 												0.6,0.5
,,,,,,,,,,,,,,,,, 												0.62,0.5
,,,,,,,,,,,,,,,,, 												0.64,0.5
,,,,,,,,,,,,,,,,, 												0.66,0.5
,,,,,,,,,,,,,,,,, 												0.68,0.5
,,,,,,,,,,,,,,,,, 												0.7,0.5
,,,,,,,,,,,,,,,,, 												0.72,0.5
,,,,,,,,,,,,,,,,, 												0.74,0.5
,,,,,,,,,,,,,,,,, 												0.76,0.5
,,,,,,,,,,,,,,,,, 												0.78,0.5
,,,,,,,,,,,,,,,,, 												0.8,0.5
,,,,,,,,,,,,,,,,, 												0.82,0.5
,,,,,,,,,,,,,,,,, 												0.84,0.5
,,,,,,,,,,,,,,,,, 												0.86,0.5
,,,,,,,,,,,,,,,,, 												0.88,0.5
,,,,,,,,,,,,,,,,, 												0.9,0.5
,,,,,,,,,,,,,,,,, 												0.92,0.5
,,,,,,,,,,,,,,,,, 												0.94,0.5
,,,,,,,,,,,,,,,,, 												0.96,0.5
,,,,,,,,,,,,,,,,, 												0.98,0.5
,,,,,,,,,,,,,,,,, 												1,0.5
,,,,,,,,,,,,,,,,, 												1.02,0.5
,,,,,,,,,,,,,,,,, 												1.04,0.5
,,,,,,,,,,,,,,,,, 												1.06,0.5
,,,,,,,,,,,,,,,,, 												1.08,0.5
,,,,,,,,,,,,,,,,, 												1.1,0.5
,,,,,,,,,,,,,,,,, 												1.12,0.5
,,,,,,,,,,,,,,,,, 												1.14,0.5
,,,,,,,,,,,,,,,,, 												1.16,0.5
,,,,,,,,,,,,,,,,, 												1.18,0.5
,,,,,,,,,,,,,,,,, 												1.2,0.5
,,,,,,,,,,,,,,,,, 												1.22,0.5
,,,,,,,,,,,,,,,,, 												1.24,0.5
,,,,,,,,,,,,,,,,, 												1.26,0.5
,,,,,,,,,,,,,,,,, 												1.28,0.5
,,,,,,,,,,,,,,,,, 												1.3,0.5
,,,,,,,,,,,,,,,,, 												1.32,0.5
,,,,,,,,,,,,,,,,, 												1.34,0.5
,,,,,,,,,,,,,,,,, 												1.36,0.5
,,,,,,,,,,,,,,,,, 												1.38,0.5
,,,,,,,,,,,,,,,,, 												1.4,0.5
,,,,,,,,,,,,,,,,, 												1.42,0.5
,,,,,,,,,,,,,,,,, 												1.44,0.5
,,,,,,,,,,,,,,,,, 												1.46,0.5
,,,,,,,,,,,,,,,,, 												1.48,0.5
,,,,,,,,,,,,,,,,, 												1.5,0.5
,,,,,,,,,,,,,,,,, 												1.52,0.5
,,,,,,,,,,,,,,,,, 												1.54,0.5
,,,,,,,,,,,,,,,,, 												1.56,0.5
,,,,,,,,,,,,,,,,, 												1.58,0.5
,,,,,,,,,,,,,,,,, 												1.6,0.5
,,,,,,,,,,,,,,,,, 												1.62,0.5
,,,,,,,,,,,,,,,,, 												1.64,0.5
,,,,,,,,,,,,,,,,, 												1.66,0.5
,,,,,,,,,,,,,,,,, 												1.68,0.5
,,,,,,,,,,,,,,,,, 												1.7,0.5
,,,,,,,,,,,,,,,,, 												1.72,0.5
,,,,,,,,,,,,,,,,, 												1.74,0.5
